,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
1272,9VPR4zdq9,Bog Irish,A person of common or low class Irish ancestry.,,True,,66.0,eng,,,,True,False,False,False,False,False,True,125,2,0,2013-07-26 23:24:28,2013-07-26 23:24:28
1273,HHWpV9ETG,gubba,"In Australia, Aboriginal pejorative term for white people.",,False,,83.0,eng,,gub,,False,True,False,False,False,False,False,84,8,2,2013-07-26 22:30:35,2013-07-26 22:30:35
1274,hPXrb6GRe,groid,A black person. Derived from 'negroid'.,,False,,88.0,eng,,,,False,True,False,False,False,False,False,610,33,2,2013-07-26 21:36:12,2013-07-26 21:36:12
1275,etU47x4Wy,squaw,"A female Native American. Derived from lower East Coast Algonquian (Massachuset: ussqua), which originally meant 'young woman', but which took on strong negative connotations in the late 20th century.",,False,,100.0,eng,,,,False,True,False,False,False,False,False,308,33,1,2013-07-26 14:53:39,2013-07-26 14:53:39
1276,hebWP2VhC,redlegs,Laborer-class whites in Barbados.,,False,,88.0,eng,,,,False,True,False,False,False,False,False,39,0,0,2013-07-25 01:52:06,2013-07-25 01:52:06
1277,HqeKUrhz8,nigre,A black person.,,False,,99.0,eng,,nigger,,False,True,False,False,False,False,False,66,5,0,2013-07-24 04:16:24,2013-07-24 04:16:24
1278,q7mENAzMJ,polack,"A Pole or a person of Polish or Slavic origin, from the Polish endonym, Polak (see Name of Poland).",,False,US,76.0,eng,,,,True,False,False,False,False,False,False,442,17,1,2013-07-24 02:42:10,2013-07-24 02:42:10
1279,2PXdn2Gzv,ching chong,"A person of perceived Chinese or East Asian descent. An offensive term that has raised considerable controversy, for example when used by comedian Rosie O'Donnell.",,False,,83.0,eng,,,,False,True,False,False,False,False,False,380,13,1,2013-07-24 01:58:38,2013-07-24 01:58:38
1280,VjvnF2U3e,chee chee,"An Anglo-Indian or Eurasian half-caste [probably from Hindi chi-chi fie!, literally, dirt] Also can refer to English spoken with a Southwest Asian accent.",,False,,69.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-07-23 20:24:17,2013-07-23 20:24:17
1281,Tud4uG7dm,Buckwheat,"A black person, from the character on The Little Rascals.",A plant,False,,65.0,eng,,,,False,True,False,False,False,False,False,175,8,0,2013-07-23 12:38:16,2013-07-23 12:38:16
1282,KAjzDY6ay,dago,"An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.",,False,,78.0,eng,,,,False,True,False,False,False,False,False,29,1,0,2013-07-23 06:33:52,2013-07-23 06:33:52
1283,98DJQDd33,paleface,Historical Native American term for Caucasian.,,False,,50.0,eng,,,,False,True,False,False,False,False,False,253,10,1,2013-07-23 03:37:53,2013-07-23 03:37:53
1284,7zZa7JXXz,pineapple nigger,A person of Hawaiian descent.,,True,,99.0,eng,,,,False,True,False,False,False,False,False,20,0,0,2013-07-22 19:42:31,2013-07-22 19:42:31
1285,TVa4tFK6z,papist,"A Roman Catholic person, usually Irish Catholic.",,False,,90.0,eng,,,,False,False,True,False,False,False,False,879,38,2,2013-07-22 17:59:45,2013-07-22 17:59:45
1286,waBhvkh4u,gyppy,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,True,,90.0,eng,,gyppo,,False,True,False,False,False,False,False,37,6,0,2013-07-22 09:05:00,2013-07-22 09:05:00
1287,3waGU9cHt,carpet pilot,"A person of Arabic descent, from Aladdin and his magic carpet.",,False,,79.0,eng,,,,False,True,False,False,False,False,False,38,3,0,2013-07-22 06:05:13,2013-07-22 06:05:13
1288,ndFMX7jTq,bog trotter,A person of common or low class Irish ancestry.,,True,,83.0,eng,,Bog Irish,,True,False,False,False,False,False,True,526,42,7,2013-07-21 18:55:11,2013-07-21 18:55:11
1289,tcDApb7ez,gator bait,"A black person, especially a black child. More commonly used in states where alligators are found, particularly Florida. First used in the early 20th century, although some hypothesize the term originated in the late 19th century.",,False,,79.0,eng,,alligator bait,,False,True,False,False,False,False,False,342,20,0,2013-07-20 20:21:36,2013-07-20 20:21:36
1290,dyk3zqXNH,darkey,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",,False,,79.0,eng,,darky,,False,True,False,False,False,False,False,76,2,0,2013-07-18 01:34:47,2013-07-18 01:34:47
1291,6zptJfZZh,ice nigger,A black Canadian.,,True,,98.0,eng,,,,True,True,False,False,False,False,False,48,0,0,2013-07-17 18:50:09,2013-07-17 18:50:09
1292,z8ayW3CfA,shanty Irish,A poor or disenfranchised person of Irish descent.,,True,,59.0,eng,,,,True,True,False,False,False,False,False,458,37,18,2013-07-16 05:45:54,2013-07-16 05:45:54
1293,WkhurX8jP,jockie,"A Scottish person. Scots language nickname for the personal name John, cognate to the English, Jack. Occasionally used by the English as an insult. but also in respectful reference to elite Scottish, particularly Highland troops, e.g. the 9th (Scottish) Division. Same vein as the English insult for the French, as Frogs.",,False,,74.0,eng,,jock,,False,False,False,False,False,False,False,44,0,0,2013-07-15 22:04:48,2013-07-15 22:04:48
1294,7atMwGznm,slag,"In the UK, a promiscuous woman","Waste matter, particularly as a result of incineration",False,,79.0,eng,,,,False,False,False,False,False,False,True,0,0,0,2013-07-07 18:46:22,2013-07-07 18:46:22
1295,c7u3nBrfC,bird,"In the UK, derogatory word for woman",Winged vertebrate,False,,23.0,eng,,,,False,False,False,True,False,False,False,0,0,0,2013-07-07 18:44:16,2013-07-07 18:44:16
1296,d9pfuNy9q,jhant,"In Ireland, a disreputable, working class or delinquent person",,False,,55.0,eng,,jant,,False,False,False,False,False,False,True,94,11,1,2013-07-04 23:45:52,2013-07-04 23:45:52
1297,Nd86k7ExF,jant,"In Ireland, a disreputable, working class or delinquent person",,False,,50.0,eng,,,,False,False,False,False,False,False,True,199,5,3,2013-07-04 23:45:36,2013-07-04 23:45:36
1298,2hCjJYBvD,moke,"[1] In Hawaii, an uneducated, lower class and/or ethnic Polynesian person. [2] In Ireland, a disreputable or lower class person.",,False,,87.0,eng,,,,False,True,False,False,False,False,True,33,2,0,2013-07-04 23:44:33,2013-07-04 23:44:33
1299,Y2fvr884j,smick,"In Ireland, a disreputable, working class or delinquent person",,False,,47.0,eng,,,,True,True,False,False,False,False,True,404,28,14,2013-07-04 23:38:38,2013-07-04 23:38:38
1300,jHnmrau9G,gurrier,"In Ireland, a disreputable or delinquent person",,False,,89.0,eng,,,,False,False,False,False,False,False,True,232,14,3,2013-07-04 23:36:06,2013-07-04 23:36:06
1301,Aw6MQ64eB,spiv,"In the UK, a criminal dealing in counterfeit and/or stolen goods",,False,,54.0,eng,,,,False,False,False,False,False,False,True,740,35,3,2013-07-04 23:34:45,2013-07-04 23:34:45
1302,kZ2q3qVQh,skag,A woman of loose morals,Slang for heroin,False,,62.0,eng,,scag,,False,False,False,True,False,False,True,0,0,0,2013-07-04 23:30:55,2013-07-04 23:30:55
1303,K3pzmdfND,scag,A woman of loose morals,,False,,68.0,eng,,,,False,False,False,True,False,False,True,0,0,0,2013-07-04 23:30:12,2013-07-04 23:30:12
1304,WceTBxbv3,yobbo,"In the UK, Australia or New Zealand, an unsophisticated, antisocial, drunken and/or lower class person",,False,,75.0,eng,,yob,,False,False,False,False,False,False,True,854,29,4,2013-07-04 23:25:02,2013-07-04 23:25:02
1305,GE8JCtCdh,yob,"In the UK, Australia or New Zealand, an unsophisticated, antisocial, drunken and/or lower class person",,False,,78.0,eng,,,,False,False,False,False,False,False,True,0,0,0,2013-07-04 23:24:19,2013-07-04 23:24:19
1306,PvZR2jq8N,senga,"In Scotland, an unsophisticated or lower class female",,False,,43.0,eng,,,,False,False,False,False,False,False,True,19,0,0,2013-07-04 23:22:15,2013-07-04 23:22:15
1307,MCzpAzgy9,scobe,"In Ireland, a disreputable, working class or delinquent person",,False,,81.0,eng,,,,False,False,False,False,False,False,True,162,4,0,2013-07-04 23:20:20,2013-07-04 23:20:20
1308,3HC4VYm8q,charver,A disreputable and/or working class person,,False,,77.0,eng,,charva,,False,False,False,False,False,False,True,425,17,2,2013-07-04 23:19:09,2013-07-04 23:19:09
1309,FwHgQxD2X,charva,A disreputable and/or working class person,,False,,51.0,eng,,,,False,False,False,False,False,False,True,795,48,13,2013-07-04 23:18:42,2013-07-04 23:18:42
1310,H6XyanEpc,skanger,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,77.0,eng,,spide,,False,False,False,False,False,False,True,295,5,1,2013-07-04 23:15:27,2013-07-04 23:15:27
1311,z2zx62zjZ,scanger,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,76.0,eng,,spide,,False,False,False,False,False,False,True,100,6,3,2013-07-04 23:14:49,2013-07-04 23:14:49
1312,vtcJD3URe,mil bag,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,98.0,eng,,spide,,False,False,False,False,False,False,True,25,2,0,2013-07-04 23:13:43,2013-07-04 23:13:43
1313,Q4PYkpUYT,millie,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,89.0,eng,,spide,,False,False,False,False,False,False,True,95,6,1,2013-07-04 23:11:47,2013-07-04 23:11:47
1314,6fqu4NwED,steek,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,90.0,eng,,spide,,False,False,False,False,False,False,True,28,6,2,2013-07-04 23:10:43,2013-07-04 23:10:43
1315,h7Kp4VuN7,spide,"In Northern Ireland, a spide is a young working class male. A female is known as a millie.",,False,,85.0,eng,,,,False,False,False,False,False,False,True,112,5,2,2013-07-04 23:09:37,2013-07-04 23:09:37
1316,zbpax79J9,scally,"A disreputable and/or working class person, from 'scallywag'",,False,,87.0,eng,,scallie,,False,False,False,False,False,False,True,375,4,0,2013-07-04 23:07:01,2013-07-04 23:07:01
1317,WfrGDjZ24,scallie,"A disreputable and/or working class person, from 'scallywag'",,False,,96.0,eng,,,,False,False,False,False,False,False,True,114,1,0,2013-07-04 23:06:39,2013-07-04 23:06:39
1318,4bCfE3Jzf,ned,"In Scotland, a lower class person or criminal, often identified with public housing and a predilection for sportswear",,False,,98.0,eng,,,,False,False,False,False,False,False,True,1,0,0,2013-07-04 23:02:57,2013-07-04 23:02:57
1319,djMkyW4wN,chav,"In the UK, an unsophisticated or working class person with a predilection for ostentatious sportswear and jewellery",,False,,42.0,eng,,,,False,False,False,False,False,False,True,684,27,1,2013-07-04 22:57:32,2013-07-04 22:57:32
1320,HEM887UQy,surrender monkey,"A French person, from the defeat of the French against the German in 1940, and the huge variety of cheeses originating from France. Gained popularity after the term was used on an episode of The Simpsons and was subsequently adopted by right-wing pundits. Rarely used today.",,False,,37.0,eng,,cheese eating surrender monkey,,True,False,False,False,False,False,False,948,128,20,2013-07-04 18:02:10,2013-07-04 18:02:10
1321,qXnWu4Xw8,tranny,"Pejorative term which is shortened from either transgendered, transsexual or transvestite. May be used to refer to these individuals, or others, in a derogatory or offensive manner.",,True,,74.0,eng,,,,False,False,False,True,True,False,False,3037,22,5,2013-07-04 17:23:55,2013-07-04 17:23:55
1322,jkYGGtc27,three fifths,"A black person, from the Three-Fifths Compromise in which the United Statues assessed slaves as three fifths of a person",,False,,97.0,eng,,three fifth,,False,True,False,False,False,False,False,0,0,0,2013-07-04 17:17:30,2013-07-04 17:17:30
1323,bEWh6bP9k,three fifth,"A black person, from the Three-Fifths Compromise in which the United Statues assessed slaves as three fifths of a person",,False,,96.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-07-04 17:17:00,2013-07-04 17:17:00
1324,fxX7hKrFv,slave,"An unpaid servant, generally recognized as property rather than as a human being. May specifically refer to a person of African origin.",,False,,98.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-07-04 15:32:42,2013-07-04 15:32:42
1325,eYMMnkv6x,Shy,"A Jewish person, originated in Merchant of Venice.",Meek,False,,72.0,eng,,Shylock,,False,True,False,False,False,False,False,0,0,0,2013-07-04 15:25:29,2013-07-04 15:25:29
1326,vRUCf4b9p,shemale,[1] A transexual person. [2] A transgendered person. [3] An allegedly masculine woman.,,True,,96.0,eng,,,,False,False,False,True,True,False,False,3273,14,4,2013-07-04 15:22:06,2013-07-04 15:22:06
1327,q47khBGyR,scuffer,"In the UK, [1] an uneducated or lower class person, or [2] a policeman.",,False,,90.0,eng,,,,False,False,False,False,False,False,True,116,8,2,2013-07-02 19:46:13,2013-07-02 19:46:13
1328,M9czt74Ct,bogan,"[1] A male Native American. [2] In Australia or New Zealand, white trash or a redneck.",,False,AU,73.0,eng,,,,True,True,False,False,False,False,True,1910,24,1,2013-06-28 19:38:03,2013-06-28 19:38:03
1329,nqK4xzGYq,dhimmi,"Used by opponents of Islamisation and Muslim immigration to denote those who in their eyes facilitate it, with connotation of 'traitor'. Used in several languages in that sense, but originally an Islamic term referring to Jewish and Christian minorities.",,False,,72.0,eng,,,,False,False,False,False,False,False,False,1303,31,1,2013-06-26 12:46:22,2013-06-26 12:46:22
1330,k3ve9DZBP,coolie,"[1] In North America, unskilled Asian labor, usually Chinese (originally used in 19th-century for Chinese railroad labor). Possibly from Hindi kuli, day laborer. [2] Racial epithet for Indo-Caribbean people, especially in Guyana, Trinidad and Tobago and South African Indians.",,False,,89.0,eng,,,,False,True,False,False,False,False,False,311,29,4,2013-06-25 21:28:42,2013-06-25 21:28:42
1331,4kWXzFTfH,prod,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",[1] Encourage [2] Propel,False,,74.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-06-25 13:30:28,2013-06-25 13:30:28
1332,Re6mz8Y9J,pom,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,False,,98.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-25 12:40:41,2013-06-25 12:40:41
1333,WZ8JhwzUE,nip,"A person of Japanese descent (shortened version of Nipponese, from Japanese name for Japan, Nippon).",Bite,False,,97.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-25 11:21:09,2013-06-25 11:21:09
1334,t8JzMzQRt,pommie,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,False,AU,94.0,eng,,pom,,True,False,False,False,False,False,False,775,43,4,2013-06-25 10:30:01,2013-06-25 10:30:01
1335,eUq4VPh6h,niggar,A black person.,,True,,99.0,eng,,nigger,,False,True,False,False,False,False,False,3733,159,22,2013-06-25 10:13:57,2013-06-25 10:13:57
1336,k4CkBTtjj,Orangie,"A pro-British Ulster Protestant, referring to supporters of the Orange Order.",,False,,72.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-06-25 09:30:22,2013-06-25 09:30:22
1337,3m7BMUBUQ,nigra,A black person.,,False,,99.0,eng,,nigger,,False,True,False,False,False,False,False,118,8,1,2013-06-25 04:04:34,2013-06-25 04:04:34
1338,26CDcDWa2,abo,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",,False,,84.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-25 01:46:40,2013-06-25 01:46:40
1339,P7gZG7Tcf,pommy,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,False,AU,80.0,eng,,pom,,True,False,False,False,False,False,False,823,17,0,2013-06-24 15:31:18,2013-06-24 15:31:18
1340,ZRN2p49HC,buffie,"[1] A black person. [2] a young, brown-skinned person 1940s-1950s",,False,,75.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-24 06:10:11,2013-06-24 06:10:11
1341,tGXNgN8Br,sambo,A black person.,,False,,90.0,eng,,,,False,True,False,False,False,False,False,73,8,0,2013-06-24 00:05:55,2013-06-24 00:05:55
1342,jYqw27BMx,darkie,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",,True,,81.0,eng,,darky,,False,True,False,False,False,False,False,2559,122,21,2013-06-23 18:20:11,2013-06-23 18:20:11
1343,hauHGm329,beaney,"People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.",,False,,84.0,eng,,beaner,,False,True,False,False,False,False,False,0,0,0,2013-06-23 15:03:48,2013-06-23 15:03:48
1344,GCcajHF9c,shade,"A black person, or one attempting to be perceived as black.","Shelter, particularly from the sun",False,,84.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-23 13:40:29,2013-06-23 13:40:29
1345,6hCjv3qHW,Christ killer,"A Jew, an allusion to Jewish deicide. On occasion it can also be used as an anti-Italian slur on the basis the Romans, as ancestors of the present-day Italians, executed Jesus.",,True,,93.0,eng,,,,False,True,True,False,False,False,False,278,8,1,2013-06-23 12:00:35,2013-06-23 12:00:35
1346,8K3krCHve,Gerudo,"A Muslim female. Probably formed from the name of the Gerudo people, a fantasy race created in the Legend of Zelda series.",,False,,93.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-06-23 11:30:27,2013-06-23 11:30:27
1347,NnqUcvJc7,gew,A German Jew.,,False,,89.0,eng,,,,True,True,True,False,False,False,False,0,0,0,2013-06-23 11:10:26,2013-06-23 11:10:26
1348,ZVMw8fRnB,Shelta,An Irish Traveller.,,False,,78.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-06-23 07:40:26,2013-06-23 07:40:26
1349,Au9ewvmY4,slopy,"A person of Asian descent, particularly Vietnamese or Chinese.",,False,,89.0,eng,,slope,,False,True,False,False,False,False,False,0,0,0,2013-06-23 06:30:12,2013-06-23 06:30:12
1350,uJp3C8U2e,slit,A person of Asian descent.,A narrow opening,False,,79.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-23 06:10:32,2013-06-23 06:10:32
1351,PnKtFbdP8,Skippy,"A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.",,False,,45.0,eng,,Skip,,True,True,False,False,False,False,False,0,0,0,2013-06-23 04:40:14,2013-06-23 04:40:14
1352,Hc3FE6nRr,bluegum,An African-American perceived as being lazy and who refuses to work.,,False,,69.0,eng,,,,False,True,False,False,False,False,False,117,9,0,2013-06-23 04:16:10,2013-06-23 04:16:10
1353,dpKKz2ueM,ghetto,Used to describe urban blacks.,A predominantly poor community,False,,70.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-23 03:20:31,2013-06-23 03:20:31
1354,ee8aGRy7j,chonky,A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.,,False,,61.0,eng,,,,True,True,False,False,False,False,False,594,21,4,2013-06-23 02:52:58,2013-06-23 02:52:58
1355,929NC47jm,chunky,A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.,An uneven aggregate of ingredients,False,,89.0,eng,,chonky,,True,True,False,False,False,False,False,0,0,0,2013-06-23 02:52:58,2013-06-23 02:52:58
1356,tkGyaCR69,spike,A very High Church Anglican or Anglo-Catholic.,A large nail,False,,71.0,eng,,,,False,False,True,False,False,False,False,0,0,0,2013-06-23 02:00:29,2013-06-23 02:00:29
1357,FVnxUw2zf,squinty,"A person of East Asian descent in reference to the appearance of the eyes, similar to 'slant'.",,False,,96.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-23 00:00:35,2013-06-23 00:00:35
1358,6a4qKRvhx,goober,A rural person or resident of a small town.,,False,,98.0,eng,,,,False,False,False,False,False,False,False,1495,73,8,2013-06-22 22:56:10,2013-06-22 22:56:10
1359,dRg2yyahb,sub human,A black person.,,False,,87.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2013-06-22 22:50:08,2013-06-22 22:50:08
1360,t8xZQvM7C,guinea,"A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.",,False,,81.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-06-22 19:06:53,2013-06-22 19:06:53
1361,4m74BQfBX,cotton picker,Originates from pre-Civil War US. Refers to the slaves who picked cotton all day at the plantations.,,True,,74.0,eng,,,,False,True,False,False,False,False,False,4570,171,16,2013-06-22 18:38:59,2013-06-22 18:38:59
1362,8yw69tP76,greaser,A person of Italian descent. It can also refer to any person of Mediterranean / Southern European descent or Hispanic descent.,,False,,99.0,eng,,greaseball,,True,True,False,False,False,False,False,0,0,0,2013-06-22 17:57:51,2013-06-22 17:57:51
1363,jTNK8JwU9,Shylock,"A Jewish person, originated in Merchant of Venice.",,False,,72.0,eng,,,,False,True,False,False,False,False,False,317,5,1,2013-06-22 06:51:49,2013-06-22 06:51:49
1364,ztGNRW8Jz,Jap,"[1] A Japanese soldier or national, or anyone of Japanese descent. [2] Acronym for 'Jewish-American Princess.'",,False,US,58.0,eng,,,,True,True,False,False,False,False,False,173,3,0,2013-06-22 02:49:25,2013-06-22 02:49:25
1365,2vyCBBzV9,diaper head,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",,False,,86.0,eng,,raghead,,False,True,False,False,False,False,False,215,3,1,2013-06-22 02:02:43,2013-06-22 02:02:43
1366,hX9VtZjnv,roundeye,A white or non-Asian person.,,False,,80.0,eng,,,,False,True,False,False,False,False,False,97,2,0,2013-06-22 01:10:15,2013-06-22 01:10:15
1367,xpxj2tK9n,jig,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.","A dance, often impromptu",False,,97.0,eng,,jigaboo,,False,True,False,False,False,False,False,0,0,0,2013-06-22 00:12:03,2013-06-22 00:12:03
1368,TWVUM7xdk,jijjiboo,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,True,,86.0,eng,,jigaboo,,False,True,False,False,False,False,False,3,0,0,2013-06-22 00:12:03,2013-06-22 00:12:03
1369,HP8tddveZ,house nigger,"As with Uncle Tom, a reference to a black person who is subservient to whites.",,True,,98.0,eng,,,,False,True,False,False,False,False,False,2370,59,9,2013-06-21 23:37:27,2013-06-21 23:37:27
1370,uDhg9Mbb4,jocky,"A Scottish person. Scots language nickname for the personal name John, cognate to the English, Jack. Occasionally used by the English as an insult. but also in respectful reference to elite Scottish, particularly Highland troops, e.g. the 9th (Scottish) Division. Same vein as the English insult for the French, as Frogs.",,False,,74.0,eng,,jock,,False,False,False,False,False,False,False,192,5,1,2013-06-21 21:28:26,2013-06-21 21:28:26
1371,T2RDQb6xa,octaroon,A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.,,True,,81.0,eng,,octroon,,False,True,False,False,False,False,False,1584,109,12,2013-06-21 16:19:30,2013-06-21 16:19:30
1372,PFnJ6FkJa,curry stinker,A person of East Indian origin.,,True,,86.0,eng,,curry muncher,,False,True,False,False,False,False,False,13,3,0,2013-06-21 16:05:55,2013-06-21 16:05:55
1373,D6Jtu6NYX,white nigger,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",,True,,99.0,eng,,,,True,True,False,False,False,False,False,108,5,3,2013-06-21 15:09:18,2013-06-21 15:09:18
1374,mrjdR4WKT,whitey,A Caucasian.,,False,,86.0,eng,,,,False,True,False,False,False,False,False,592,24,3,2013-06-21 14:11:36,2013-06-21 14:11:36
1375,96yhy3Hk2,WIC,Acronym for White Irish Catholic.,,False,,86.0,eng,,,,False,True,True,False,False,False,False,0,0,0,2013-06-21 13:20:17,2013-06-21 13:20:17
1376,ER94TMbB8,Yank,A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.,Pull,False,,80.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-21 11:00:05,2013-06-21 11:00:05
1377,nC939xC3k,Yankee,A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.,,False,,80.0,eng,,Yank,,True,False,False,False,False,False,False,0,0,0,2013-06-21 10:20:16,2013-06-21 10:20:16
1378,gGB7u9Xqq,kraut,"A German, most specifically during World War II. From Sauerkraut.",,False,,70.0,eng,,,,True,False,False,False,False,False,False,240,18,3,2013-06-21 06:04:45,2013-06-21 06:04:45
1379,3ADEZNZ6x,lemonhead,An Asian person.,,False,,79.0,eng,,,,False,True,False,False,False,False,False,272,20,2,2013-06-21 02:50:32,2013-06-21 02:50:32
1380,xY7ymknxp,Merkin,Similar to 'American.',,False,,73.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2013-06-21 02:50:09,2013-06-21 02:50:09
1381,hxZtJMKt3,ZOG,"Zionist Occupation Government, an organization hypothesized by white supremacists to rule the world.",,False,US,94.0,eng,,,,False,True,False,False,False,False,False,539,13,0,2013-06-21 01:42:15,2013-06-21 01:42:15
