id,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
1415,tTWJV3kr3,niglet,A black child.,,TRUE,,99,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4459,208,24,5/30/2013 19:55,5/30/2013 19:55
1426,jh3mcgDeW,pickaninny,Black children.,,TRUE,,97,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1549,91,8,5/26/2013 5:13,5/26/2013 5:13
1427,XZCB3fVua,Chinaman,"Found offensive, although it is a translation of the Chinese. It was used in the gold rush and railway-construction eras in western North America, when discrimination against Chinese was common.",,TRUE,,72,eng,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2771,100,5,5/25/2013 17:17,5/25/2013 17:17
1432,P6gZG7Tcf,border hopper,"A person of Latino descent, particularly a Mexican migrant laborer.",,TRUE,,85,eng,,wetback,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1333,137,17,5/22/2013 4:39,5/22/2013 4:39
1440,WjRbvuV3r,camel jockey,Person of Middle Eastern descent.,,TRUE,,80,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2731,76,3,5/19/2013 5:26,5/19/2013 5:26
1444,x9dnZhTqw,curry muncher,A person of East Indian origin.,,TRUE,,74,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4180,231,24,5/16/2013 22:21,5/16/2013 22:21
1450,jY6nXuhkC,spear chucker,"A term used for an African American, or other person of African descent.",,TRUE,,87,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1575,82,10,5/14/2013 0:24,5/14/2013 0:24
1459,D29BRfCeD,sand nigger,"Derogatory term for a person from the Middle East, Arab, South Asian world",,TRUE,,100,eng,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4266,64,6,5/11/2013 21:43,5/11/2013 21:43
1463,3W7xBnyHz,slant eye,"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.",,TRUE,,97,eng,,slant,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1078,31,5,5/10/2013 21:48,5/10/2013 21:48
1470,p2Q4DVrg2,gypo,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,TRUE,,90,eng,,gyppo,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6162,181,33,5/8/2013 21:19,5/8/2013 21:19
1471,XXdW2zZkG,gyppie,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,TRUE,,90,eng,,gyppo,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,0,0,5/8/2013 18:04,5/8/2013 18:04
1473,EtUbqU7PQ,halfrican,Denotes a person that is half African.,,TRUE,,81,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,207,8,3,5/8/2013 2:49,5/8/2013 2:49
1483,aMp264eJn,honkie,"A white person. Derived from an African-American pronunciation of 'hunky', the disparaging term for a Hungarian laborer. The first record of its use as an insulting term for a white person dates from the 1950s.",,TRUE,,71,eng,,honky,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3341,174,23,5/6/2013 5:10,5/6/2013 5:10
1488,WVqQvFzk6,spigger,A person of mixed Hispanic and black parentage.,,TRUE,,100,eng,,spickaboo,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,129,0,0,5/5/2013 13:44,5/5/2013 13:44
1495,Dqfdv8tFE,hymie,"A Jewish person, derived from the personal name Hyman (from the Hebrew name Chayyim). Jesse Jackson provoked controversy by referring to New York City as 'Hymietown' in 1984.",,TRUE,US,72,eng,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,513,26,4,5/4/2013 8:49,5/4/2013 8:49
1496,cA7nT7xG8,nicca,A black person.,,TRUE,,89,eng,,nigger,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4765,156,29,5/3/2013 13:29,5/3/2013 13:29
1497,V2vVDr4n9,moon cricket,A black person,,TRUE,,86,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2579,118,23,5/3/2013 13:24,5/3/2013 13:24
1499,9VY2n2aKw,jiggaboo,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,TRUE,,99,eng,,jigaboo,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2976,81,12,5/3/2013 13:17,5/3/2013 13:17
1501,n2Ry3Y9DQ,timber nigger,A Native American.,,TRUE,,100,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17,0,0,5/2/2013 15:20,5/2/2013 15:20
1502,4yMfGkZxX,darky,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",,TRUE,,97,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,815,22,5,5/2/2013 5:29,5/2/2013 5:29
1504,dVEFpbV6b,jungle bunny,A black person.,,TRUE,,87,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1889,99,6,5/2/2013 5:18,5/2/2013 5:18
1510,eqQYWFny7,whigger,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",,TRUE,,88,eng,,white nigger,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1788,44,4,4/30/2013 10:36,4/30/2013 10:36
1511,J7dPE7gev,wigga,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",,TRUE,,99,eng,,white nigger,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4784,225,33,4/30/2013 4:26,4/30/2013 4:26
1512,D46u6GJ24,wigger,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",,TRUE,,99,eng,,white nigger,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4374,161,32,4/30/2013 2:20,4/30/2013 2:20
1516,qNw68xaxX,wexican,A person of mixed Caucasian and Mexican parentage.,,TRUE,,71,eng,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,459,44,7,4/29/2013 8:54,4/29/2013 8:54
1522,wdgYa6nht,island nigger,A Polynesian.,,TRUE,,97,eng,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,77,2,0,4/28/2013 4:12,4/28/2013 4:12
1523,UDB92XuV4,jiggabo,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,TRUE,,86,eng,,jigaboo,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,289,19,1,4/28/2013 0:11,4/28/2013 0:11
1540,RKktUbpr4,race traitor,Term used by white supremacists to denote a person of mixed race.,,TRUE,,87,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2283,73,6,4/23/2013 12:57,4/23/2013 12:57
1543,6mq9NRfPf,nig nog,A black person.,,TRUE,,99,eng,,nigger,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4982,214,20,4/23/2013 2:30,4/23/2013 2:30
1548,enGXBUA3V,nigguh,A black person.,,TRUE,,99,eng,,nigger,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4517,185,21,4/22/2013 9:16,4/22/2013 9:16
1550,UkbYtD9jt,niggress,A black person.,,TRUE,,100,eng,,nigger,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2412,103,10,4/22/2013 1:00,4/22/2013 1:00
1560,gp9GeB6dv,nigette,A black person.,,TRUE,,99,eng,,nigger,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,267,12,1,4/19/2013 19:19,4/19/2013 19:19
1566,9wj2Fag7e,quadroon,"A person who is 1/4 Black. Coined during the Civil War, referring to how White you had to be in order to serve in the army.",,TRUE,,81,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2571,187,22,4/19/2013 4:01,4/19/2013 4:01
1574,Up9gK6aZy,towel head,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",,TRUE,,99,eng,,raghead,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,580,13,1,4/12/2013 4:00,4/12/2013 4:00
1583,9Qc3vmvaE,faggot,A homosexual.,,TRUE,,93,eng,,fag,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4221,90,5,4/7/2013 4:00,4/7/2013 4:00
1586,BJV7BT7vV,spice nigger,A black person.,,TRUE,,100,eng,,nigger,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,0,0,4/6/2013 5:31,4/6/2013 5:31
1591,T6Hk8NDNf,wetback,"A person of Latino descent, particularly a Mexican migrant laborer.",,TRUE,,99,eng,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2851,143,22,4/1/2013 4:00,4/1/2013 4:00
1594,kejjB2C7Q,guala,"A person who's overt about his/her Hispanic descent, particularly a Dominican",,TRUE,,86,eng,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1895,63,8,3/27/2013 12:53,3/27/2013 12:53
